state,country,lat,long,date,cases,new_cases
,Brazil,-14.235,-51.9253,2022-08-31,34429853,15842
,Brazil,-14.235,-51.9253,2022-09-01,34429853,0
,Brazil,-14.235,-51.9253,2022-09-02,34456145,26292
,Brazil,-14.235,-51.9253,2022-09-03,34456145,0
,Brazil,-14.235,-51.9253,2022-09-04,34456145,0
,Brazil,-14.235,-51.9253,2022-09-05,34477539,21394
,Brazil,-14.235,-51.9253,2022-09-06,34477539,0
,Brazil,-14.235,-51.9253,2022-09-07,34477539,0
,Brazil,-14.235,-51.9253,2022-09-08,34477539,0
,Brazil,-14.235,-51.9253,2022-09-09,34516739,39200
,Brazil,-14.235,-51.9253,2022-09-10,34516739,0
,Brazil,-14.235,-51.9253,2022-09-11,34516739,0
,Brazil,-14.235,-51.9253,2022-09-12,34533957,17218
,Brazil,-14.235,-51.9253,2022-09-13,34544377,10420
,Brazil,-14.235,-51.9253,2022-09-14,34558902,14525
,Brazil,-14.235,-51.9253,2022-09-15,34568833,9931
,Brazil,-14.235,-51.9253,2022-09-16,34568833,0
,Brazil,-14.235,-51.9253,2022-09-17,34568833,0
,Brazil,-14.235,-51.9253,2022-09-18,34568833,0
,Brazil,-14.235,-51.9253,2022-09-19,34592163,23330
,Brazil,-14.235,-51.9253,2022-09-20,34592027,-136
,Brazil,-14.235,-51.9253,2022-09-21,34592027,0
,Brazil,-14.235,-51.9253,2022-09-22,34616655,24628
,Brazil,-14.235,-51.9253,2022-09-23,34624427,7772
,Brazil,-14.235,-51.9253,2022-09-24,34624427,0
,Brazil,-14.235,-51.9253,2022-09-25,34624427,0
,Brazil,-14.235,-51.9253,2022-09-26,34638288,13861
,Brazil,-14.235,-51.9253,2022-09-27,34638288,0
,Brazil,-14.235,-51.9253,2022-09-28,34654190,15902
,Brazil,-14.235,-51.9253,2022-09-29,34654190,0
,Brazil,-14.235,-51.9253,2022-09-30,34672524,18334
,Brazil,-14.235,-51.9253,2022-10-01,34672524,0
,Brazil,-14.235,-51.9253,2022-10-02,34672524,0
,Brazil,-14.235,-51.9253,2022-10-03,34684529,12005
,Brazil,-14.235,-51.9253,2022-10-04,34684529,0
,Brazil,-14.235,-51.9253,2022-10-05,34699017,14488
,Brazil,-14.235,-51.9253,2022-10-06,34707233,8216
,Brazil,-14.235,-51.9253,2022-10-07,34707233,0
,Brazil,-14.235,-51.9253,2022-10-08,34707233,0
,Brazil,-14.235,-51.9253,2022-10-09,34707233,0
,Brazil,-14.235,-51.9253,2022-10-10,34724189,16956
,Brazil,-14.235,-51.9253,2022-10-11,34731539,7350
,Brazil,-14.235,-51.9253,2022-10-12,34731539,0
,Brazil,-14.235,-51.9253,2022-10-13,34739865,8326
,Brazil,-14.235,-51.9253,2022-10-14,34746462,6597
,Brazil,-14.235,-51.9253,2022-10-15,34746462,0
,Brazil,-14.235,-51.9253,2022-10-16,34746462,0
,Brazil,-14.235,-51.9253,2022-10-17,34746462,0
,Brazil,-14.235,-51.9253,2022-10-18,34746462,0
,Brazil,-14.235,-51.9253,2022-10-19,34771320,24858
,Brazil,-14.235,-51.9253,2022-10-20,34771320,0
,Brazil,-14.235,-51.9253,2022-10-21,34780462,9142
,Brazil,-14.235,-51.9253,2022-10-22,34780462,0
,Brazil,-14.235,-51.9253,2022-10-23,34780462,0
,Brazil,-14.235,-51.9253,2022-10-24,34783786,3324
,Brazil,-14.235,-51.9253,2022-10-25,34799324,15538
,Brazil,-14.235,-51.9253,2022-10-26,34807075,7751
,Brazil,-14.235,-51.9253,2022-10-27,34815258,8183
,Brazil,-14.235,-51.9253,2022-10-28,34815258,0
,Brazil,-14.235,-51.9253,2022-10-29,34815258,0
,Brazil,-14.235,-51.9253,2022-10-30,34815258,0
,Brazil,-14.235,-51.9253,2022-10-31,34828749,13491
,Brazil,-14.235,-51.9253,2022-11-01,34837035,8286
,Brazil,-14.235,-51.9253,2022-11-02,34837035,0
,Brazil,-14.235,-51.9253,2022-11-03,34846308,9273
,Brazil,-14.235,-51.9253,2022-11-04,34849063,2755
,Brazil,-14.235,-51.9253,2022-11-05,34849063,0
,Brazil,-14.235,-51.9253,2022-11-06,34849063,0
,Brazil,-14.235,-51.9253,2022-11-07,34855492,6429
,Brazil,-14.235,-51.9253,2022-11-08,34855492,0
,Brazil,-14.235,-51.9253,2022-11-09,34855492,0
,Brazil,-14.235,-51.9253,2022-11-10,34889576,34084
,Brazil,-14.235,-51.9253,2022-11-11,34908198,18622
,Brazil,-14.235,-51.9253,2022-11-12,34908198,0
,Brazil,-14.235,-51.9253,2022-11-13,34908198,0
,Brazil,-14.235,-51.9253,2022-11-14,34908198,0
,Brazil,-14.235,-51.9253,2022-11-15,34908198,0
,Brazil,-14.235,-51.9253,2022-11-16,34938073,29875
,Brazil,-14.235,-51.9253,2022-11-17,34971043,32970
,Brazil,-14.235,-51.9253,2022-11-18,34999495,28452
,Brazil,-14.235,-51.9253,2022-11-19,34999495,0
,Brazil,-14.235,-51.9253,2022-11-20,34999495,0
,Brazil,-14.235,-51.9253,2022-11-21,34999495,0
,Brazil,-14.235,-51.9253,2022-11-22,35052152,52657
,Brazil,-14.235,-51.9253,2022-11-23,35082036,29884
,Brazil,-14.235,-51.9253,2022-11-24,35105241,23205
,Brazil,-14.235,-51.9253,2022-11-25,35149503,44262
,Brazil,-14.235,-51.9253,2022-11-26,35149503,0
,Brazil,-14.235,-51.9253,2022-11-27,35149503,0
,Brazil,-14.235,-51.9253,2022-11-28,35149503,0
,Brazil,-14.235,-51.9253,2022-11-29,35227599,78096
,Brazil,-14.235,-51.9253,2022-11-30,35227599,0
,Brazil,-14.235,-51.9253,2022-12-01,35302137,74538
,Brazil,-14.235,-51.9253,2022-12-02,35337546,35409
,Brazil,-14.235,-51.9253,2022-12-03,35337546,0
,Brazil,-14.235,-51.9253,2022-12-04,35337546,0
,Brazil,-14.235,-51.9253,2022-12-05,35396191,58645
,Brazil,-14.235,-51.9253,2022-12-06,35396191,0
,Brazil,-14.235,-51.9253,2022-12-07,35396191,0
,Brazil,-14.235,-51.9253,2022-12-08,35531716,135525
,Brazil,-14.235,-51.9253,2022-12-09,35531716,0
,Brazil,-14.235,-51.9253,2022-12-10,35531716,0
,Brazil,-14.235,-51.9253,2022-12-11,35531716,0
,Brazil,-14.235,-51.9253,2022-12-12,35643770,112054
,Brazil,-14.235,-51.9253,2022-12-13,35696918,53148
,Brazil,-14.235,-51.9253,2022-12-14,35751411,54493
,Brazil,-14.235,-51.9253,2022-12-15,35809832,58421
,Brazil,-14.235,-51.9253,2022-12-16,35869526,59694
,Brazil,-14.235,-51.9253,2022-12-17,35869526,0
,Brazil,-14.235,-51.9253,2022-12-18,35869526,0
,Brazil,-14.235,-51.9253,2022-12-19,35945063,75537
,Brazil,-14.235,-51.9253,2022-12-20,36001760,56697
,Brazil,-14.235,-51.9253,2022-12-21,36044441,42681
,Brazil,-14.235,-51.9253,2022-12-22,36092845,48404
,Brazil,-14.235,-51.9253,2022-12-23,36092845,0
,Brazil,-14.235,-51.9253,2022-12-24,36092845,0
,Brazil,-14.235,-51.9253,2022-12-25,36092845,0
,Brazil,-14.235,-51.9253,2022-12-26,36190389,97544
,Brazil,-14.235,-51.9253,2022-12-27,36226287,35898
,Brazil,-14.235,-51.9253,2022-12-28,36264721,38434
,Brazil,-14.235,-51.9253,2022-12-29,36302415,37694
,Brazil,-14.235,-51.9253,2022-12-30,36331281,28866
,Brazil,-14.235,-51.9253,2022-12-31,36331281,0
,Brazil,-14.235,-51.9253,2023-01-01,36331281,0
,Brazil,-14.235,-51.9253,2023-01-02,36362366,31085
,Brazil,-14.235,-51.9253,2023-01-03,36362366,0
,Brazil,-14.235,-51.9253,2023-01-04,36423138,60772
,Brazil,-14.235,-51.9253,2023-01-05,36423138,0
,Brazil,-14.235,-51.9253,2023-01-06,36477214,54076
,Brazil,-14.235,-51.9253,2023-01-07,36477214,0
,Brazil,-14.235,-51.9253,2023-01-08,36477214,0
,Brazil,-14.235,-51.9253,2023-01-09,36477214,0
,Brazil,-14.235,-51.9253,2023-01-10,36552432,75218
,Brazil,-14.235,-51.9253,2023-01-11,36578865,26433
,Brazil,-14.235,-51.9253,2023-01-12,36597935,19070
,Brazil,-14.235,-51.9253,2023-01-13,36620371,22436
,Brazil,-14.235,-51.9253,2023-01-14,36624562,4191
,Brazil,-14.235,-51.9253,2023-01-15,36628099,3537
,Brazil,-14.235,-51.9253,2023-01-16,36640787,12688
,Brazil,-14.235,-51.9253,2023-01-17,36665419,24632
,Brazil,-14.235,-51.9253,2023-01-18,36677844,12425
,Brazil,-14.235,-51.9253,2023-01-19,36677844,0
,Brazil,-14.235,-51.9253,2023-01-20,36712851,35007
,Brazil,-14.235,-51.9253,2023-01-21,36717501,4650
,Brazil,-14.235,-51.9253,2023-01-22,36718053,552
,Brazil,-14.235,-51.9253,2023-01-23,36730913,12860
,Brazil,-14.235,-51.9253,2023-01-24,36751410,20497
,Brazil,-14.235,-51.9253,2023-01-25,36768677,17267
,Brazil,-14.235,-51.9253,2023-01-26,36768677,0
,Brazil,-14.235,-51.9253,2023-01-27,36791267,22590
,Brazil,-14.235,-51.9253,2023-01-28,36791267,0
,Brazil,-14.235,-51.9253,2023-01-29,36794261,2994
,Brazil,-14.235,-51.9253,2023-01-30,36807814,13553
,Brazil,-14.235,-51.9253,2023-01-31,36824580,16766
,Brazil,-14.235,-51.9253,2023-02-01,36837943,13363
,Brazil,-14.235,-51.9253,2023-02-02,36837943,0
,Brazil,-14.235,-51.9253,2023-02-03,36866283,28340
,Brazil,-14.235,-51.9253,2023-02-04,36867401,1118
,Brazil,-14.235,-51.9253,2023-02-05,36867401,0
,Brazil,-14.235,-51.9253,2023-02-06,36878774,11373
,Brazil,-14.235,-51.9253,2023-02-07,36887991,9217
,Brazil,-14.235,-51.9253,2023-02-08,36897683,9692
,Brazil,-14.235,-51.9253,2023-02-09,36905201,7518
,Brazil,-14.235,-51.9253,2023-02-10,36917623,12422
,Brazil,-14.235,-51.9253,2023-02-11,36930339,12716
,Brazil,-14.235,-51.9253,2023-02-12,36932830,2491
,Brazil,-14.235,-51.9253,2023-02-13,36953492,20662
,Brazil,-14.235,-51.9253,2023-02-14,36953492,0
,Brazil,-14.235,-51.9253,2023-02-15,36971440,17948
,Brazil,-14.235,-51.9253,2023-02-16,36970513,-927
,Brazil,-14.235,-51.9253,2023-02-17,36970513,0
,Brazil,-14.235,-51.9253,2023-02-18,36987682,17169
,Brazil,-14.235,-51.9253,2023-02-19,36987682,0
,Brazil,-14.235,-51.9253,2023-02-20,36987682,0
,Brazil,-14.235,-51.9253,2023-02-21,36987682,0
,Brazil,-14.235,-51.9253,2023-02-22,36997328,9646
,Brazil,-14.235,-51.9253,2023-02-23,37008944,11616
,Brazil,-14.235,-51.9253,2023-02-24,37020531,11587
,Brazil,-14.235,-51.9253,2023-02-25,37020531,0
,Brazil,-14.235,-51.9253,2023-02-26,37020531,0
,Brazil,-14.235,-51.9253,2023-02-27,37038230,17699
,Brazil,-14.235,-51.9253,2023-02-28,37052936,14706
,Brazil,-14.235,-51.9253,2023-03-01,37063464,10528
,Brazil,-14.235,-51.9253,2023-03-02,37063464,0
,Brazil,-14.235,-51.9253,2023-03-03,37081209,17745
,Brazil,-14.235,-51.9253,2023-03-04,37081209,0
,Brazil,-14.235,-51.9253,2023-03-05,37081209,0
,Brazil,-14.235,-51.9253,2023-03-06,37076053,-5156
,Brazil,-14.235,-51.9253,2023-03-07,37076053,0
,Brazil,-14.235,-51.9253,2023-03-08,37076053,0
,Brazil,-14.235,-51.9253,2023-03-09,37076053,0
,Chile,-35.6751,-71.543,2020-01-22,0,0
,Chile,-35.6751,-71.543,2020-01-23,0,0
,Chile,-35.6751,-71.543,2020-01-24,0,0
,Chile,-35.6751,-71.543,2020-01-25,0,0
,Chile,-35.6751,-71.543,2020-01-26,0,0
,Chile,-35.6751,-71.543,2020-01-27,0,0
,Chile,-35.6751,-71.543,2020-01-28,0,0
,Chile,-35.6751,-71.543,2020-01-29,0,0
,Chile,-35.6751,-71.543,2020-01-30,0,0
,Chile,-35.6751,-71.543,2020-01-31,0,0
,Chile,-35.6751,-71.543,2020-02-01,0,0
,Chile,-35.6751,-71.543,2020-02-02,0,0
,Chile,-35.6751,-71.543,2020-02-03,0,0
,Chile,-35.6751,-71.543,2020-02-04,0,0
,Chile,-35.6751,-71.543,2020-02-05,0,0
,Chile,-35.6751,-71.543,2020-02-06,0,0
,Chile,-35.6751,-71.543,2020-02-07,0,0
,Chile,-35.6751,-71.543,2020-02-08,0,0
,Chile,-35.6751,-71.543,2020-02-09,0,0
,Chile,-35.6751,-71.543,2020-02-10,0,0
,Chile,-35.6751,-71.543,2020-02-11,0,0
,Chile,-35.6751,-71.543,2020-02-12,0,0
,Chile,-35.6751,-71.543,2020-02-13,0,0
,Chile,-35.6751,-71.543,2020-02-14,0,0
,Chile,-35.6751,-71.543,2020-02-15,0,0
,Chile,-35.6751,-71.543,2020-02-16,0,0
,Chile,-35.6751,-71.543,2020-02-17,0,0
,Chile,-35.6751,-71.543,2020-02-18,0,0
,Chile,-35.6751,-71.543,2020-02-19,0,0
,Chile,-35.6751,-71.543,2020-02-20,0,0
,Chile,-35.6751,-71.543,2020-02-21,0,0
,Chile,-35.6751,-71.543,2020-02-22,0,0
,Chile,-35.6751,-71.543,2020-02-23,2,2
,Chile,-35.6751,-71.543,2020-02-24,2,0
,Chile,-35.6751,-71.543,2020-02-25,2,0
,Chile,-35.6751,-71.543,2020-02-26,2,0
,Chile,-35.6751,-71.543,2020-02-27,2,0
,Chile,-35.6751,-71.543,2020-02-28,2,0
,Chile,-35.6751,-71.543,2020-02-29,2,0
,Chile,-35.6751,-71.543,2020-03-01,9,7
,Chile,-35.6751,-71.543,2020-03-02,9,0
,Chile,-35.6751,-71.543,2020-03-03,10,1
,Chile,-35.6751,-71.543,2020-03-04,10,0
,Chile,-35.6751,-71.543,2020-03-05,13,3
,Chile,-35.6751,-71.543,2020-03-06,13,0
,Chile,-35.6751,-71.543,2020-03-07,13,0
,Chile,-35.6751,-71.543,2020-03-08,20,7
,Chile,-35.6751,-71.543,2020-03-09,20,0
,Chile,-35.6751,-71.543,2020-03-10,25,5
,Chile,-35.6751,-71.543,2020-03-11,35,10
,Chile,-35.6751,-71.543,2020-03-12,35,0
,Chile,-35.6751,-71.543,2020-03-13,55,20
,Chile,-35.6751,-71.543,2020-03-14,88,33
,Chile,-35.6751,-71.543,2020-03-15,101,13
,Chile,-35.6751,-71.543,2020-03-16,182,81
,Chile,-35.6751,-71.543,2020-03-17,228,46
,Chile,-35.6751,-71.543,2020-03-18,265,37
,Chile,-35.6751,-71.543,2020-03-19,265,0
,Chile,-35.6751,-71.543,2020-03-20,461,196
,Chile,-35.6751,-71.543,2020-03-21,592,131
,Chile,-35.6751,-71.543,2020-03-22,687,95
,Chile,-35.6751,-71.543,2020-03-23,801,114
,Chile,-35.6751,-71.543,2020-03-24,977,176
,Chile,-35.6751,-71.543,2020-03-25,1197,220
,Chile,-35.6751,-71.543,2020-03-26,1361,164
,Chile,-35.6751,-71.543,2020-03-27,1665,304
,Chile,-35.6751,-71.543,2020-03-28,2015,350
,Chile,-35.6751,-71.543,2020-03-29,2245,230
,Chile,-35.6751,-71.543,2020-03-30,2555,310
,Chile,-35.6751,-71.543,2020-03-31,2844,289
,Chile,-35.6751,-71.543,2020-04-01,3137,293
,Chile,-35.6751,-71.543,2020-04-02,3510,373
,Chile,-35.6751,-71.543,2020-04-03,3843,333
,Chile,-35.6751,-71.543,2020-04-04,4355,512
,Chile,-35.6751,-71.543,2020-04-05,4665,310
,Chile,-35.6751,-71.543,2020-04-06,5009,344
,Chile,-35.6751,-71.543,2020-04-07,5310,301
,Chile,-35.6751,-71.543,2020-04-08,5740,430
,Chile,-35.6751,-71.543,2020-04-09,6166,426
,Chile,-35.6751,-71.543,2020-04-10,6695,529
,Chile,-35.6751,-71.543,2020-04-11,7366,671
,Chile,-35.6751,-71.543,2020-04-12,7652,286
,Chile,-35.6751,-71.543,2020-04-13,7964,312
,Chile,-35.6751,-71.543,2020-04-14,8356,392
,Chile,-35.6751,-71.543,2020-04-15,8712,356
,Chile,-35.6751,-71.543,2020-04-16,9246,534
,Chile,-35.6751,-71.543,2020-04-17,9691,445
,Chile,-35.6751,-71.543,2020-04-18,10598,907
,Chile,-35.6751,-71.543,2020-04-19,10956,358
,Chile,-35.6751,-71.543,2020-04-20,11375,419
,Chile,-35.6751,-71.543,2020-04-21,11700,325
,Chile,-35.6751,-71.543,2020-04-22,12164,464
,Chile,-35.6751,-71.543,2020-04-23,12680,516
,Chile,-35.6751,-71.543,2020-04-24,13174,494
,Chile,-35.6751,-71.543,2020-04-25,14537,1363
,Chile,-35.6751,-71.543,2020-04-26,15010,473
,Chile,-35.6751,-71.543,2020-04-27,15492,482
,Chile,-35.6751,-71.543,2020-04-28,16044,552
,Chile,-35.6751,-71.543,2020-04-29,16564,520
,Chile,-35.6751,-71.543,2020-04-30,17702,1138
,Chile,-35.6751,-71.543,2020-05-01,18687,985
,Chile,-35.6751,-71.543,2020-05-02,21213,2526
,Chile,-35.6751,-71.543,2020-05-03,22441,1228
,Chile,-35.6751,-71.543,2020-05-04,23421,980
,Chile,-35.6751,-71.543,2020-05-05,24794,1373
,Chile,-35.6751,-71.543,2020-05-06,25826,1032
,Chile,-35.6751,-71.543,2020-05-07,27359,1533
,Chile,-35.6751,-71.543,2020-05-08,28750,1391
,Chile,-35.6751,-71.543,2020-05-09,32208,3458
,Chile,-35.6751,-71.543,2020-05-10,33855,1647
,Chile,-35.6751,-71.543,2020-05-11,35052,1197
,Chile,-35.6751,-71.543,2020-05-12,36710,1658
,Chile,-35.6751,-71.543,2020-05-13,39370,2660
,Chile,-35.6751,-71.543,2020-05-14,42029,2659
,Chile,-35.6751,-71.543,2020-05-15,44531,2502
,Chile,-35.6751,-71.543,2020-05-16,50016,5485
,Chile,-35.6751,-71.543,2020-05-17,52369,2353
,Chile,-35.6751,-71.543,2020-05-18,54647,2278
,Chile,-35.6751,-71.543,2020-05-19,58167,3520
,Chile,-35.6751,-71.543,2020-05-20,62205,4038
,Chile,-35.6751,-71.543,2020-05-21,66169,3964
,Chile,-35.6751,-71.543,2020-05-22,70445,4276
,Chile,-35.6751,-71.543,2020-05-23,80287,9842
,Chile,-35.6751,-71.543,2020-05-24,83996,3709
,Chile,-35.6751,-71.543,2020-05-25,88891,4895
,Chile,-35.6751,-71.543,2020-05-26,92855,3964
,Chile,-35.6751,-71.543,2020-05-27,97183,4328
,Chile,-35.6751,-71.543,2020-05-28,101837,4654
,Chile,-35.6751,-71.543,2020-05-29,105532,3695
,Chile,-35.6751,-71.543,2020-05-30,118720,13188
,Chile,-35.6751,-71.543,2020-05-31,123550,4830
,Chile,-35.6751,-71.543,2020-06-01,129020,5470
,Chile,-35.6751,-71.543,2020-06-02,132548,3528
,Chile,-35.6751,-71.543,2020-06-03,137490,4942
,Chile,-35.6751,-71.543,2020-06-04,142154,4664
,Chile,-35.6751,-71.543,2020-06-05,146361,4207
,Chile,-35.6751,-71.543,2020-06-06,160351,13990
,Chile,-35.6751,-71.543,2020-06-07,166756,6405
,Chile,-35.6751,-71.543,2020-06-08,171452,4696
,Chile,-35.6751,-71.543,2020-06-09,175365,3913
,Chile,-35.6751,-71.543,2020-06-10,181062,5697
,Chile,-35.6751,-71.543,2020-06-11,186698,5636
,Chile,-35.6751,-71.543,2020-06-12,193452,6754
,Chile,-35.6751,-71.543,2020-06-13,201634,8182
,Chile,-35.6751,-71.543,2020-06-14,208572,6938
,Chile,-35.6751,-71.543,2020-06-15,213715,5143
,Chile,-35.6751,-71.543,2020-06-16,218728,5013
,Chile,-35.6751,-71.543,2020-06-17,220628,1900
,Chile,-35.6751,-71.543,2020-06-18,225103,4475
,Chile,-35.6751,-71.543,2020-06-19,231393,6290
,Chile,-35.6751,-71.543,2020-06-20,236748,5355
,Chile,-35.6751,-71.543,2020-06-21,242355,5607
,Chile,-35.6751,-71.543,2020-06-22,246963,4608
,Chile,-35.6751,-71.543,2020-06-23,250767,3804
,Chile,-35.6751,-71.543,2020-06-24,254416,3649
,Chile,-35.6751,-71.543,2020-06-25,259064,4648
,Chile,-35.6751,-71.543,2020-06-26,263360,4296
,Chile,-35.6751,-71.543,2020-06-27,267766,4406
,Chile,-35.6751,-71.543,2020-06-28,271982,4216
,Chile,-35.6751,-71.543,2020-06-29,275999,4017
,Chile,-35.6751,-71.543,2020-06-30,279393,3394
,Chile,-35.6751,-71.543,2020-07-01,282043,2650
,Chile,-35.6751,-71.543,2020-07-02,284541,2498
,Chile,-35.6751,-71.543,2020-07-03,288089,3548
,Chile,-35.6751,-71.543,2020-07-04,291847,3758
,Chile,-35.6751,-71.543,2020-07-05,295532,3685
,Chile,-35.6751,-71.543,2020-07-06,298557,3025
,Chile,-35.6751,-71.543,2020-07-07,301019,2462
,Chile,-35.6751,-71.543,2020-07-08,303083,2064
,Chile,-35.6751,-71.543,2020-07-09,306216,3133
,Chile,-35.6751,-71.543,2020-07-10,309274,3058
,Chile,-35.6751,-71.543,2020-07-11,312029,2755
,Chile,-35.6751,-71.543,2020-07-12,315041,3012
,Chile,-35.6751,-71.543,2020-07-13,317657,2616
,Chile,-35.6751,-71.543,2020-07-14,319493,1836
,Chile,-35.6751,-71.543,2020-07-15,321205,1712
,Chile,-35.6751,-71.543,2020-07-16,323698,2493
,Chile,-35.6751,-71.543,2020-07-17,326439,2741
,Chile,-35.6751,-71.543,2020-07-18,328846,2407
,Chile,-35.6751,-71.543,2020-07-19,330930,2084
,Chile,-35.6751,-71.543,2020-07-20,333029,2099
,Chile,-35.6751,-71.543,2020-07-21,334683,1654
,Chile,-35.6751,-71.543,2020-07-22,336402,1719
,Chile,-35.6751,-71.543,2020-07-23,338759,2357
,Chile,-35.6751,-71.543,2020-07-24,341304,2545
,Chile,-35.6751,-71.543,2020-07-25,343592,2288
,Chile,-35.6751,-71.543,2020-07-26,345790,2198
,Chile,-35.6751,-71.543,2020-07-27,347923,2133
,Chile,-35.6751,-71.543,2020-07-28,349800,1877
,Chile,-35.6751,-71.543,2020-07-29,351575,1775
,Chile,-35.6751,-71.543,2020-07-30,353536,1961
,Chile,-35.6751,-71.543,2020-07-31,355667,2131
,Chile,-35.6751,-71.543,2020-08-01,357658,1991
,Chile,-35.6751,-71.543,2020-08-02,359731,2073
,Chile,-35.6751,-71.543,2020-08-03,361493,1762
,Chile,-35.6751,-71.543,2020-08-04,362962,1469
,Chile,-35.6751,-71.543,2020-08-05,364723,1761
,Chile,-35.6751,-71.543,2020-08-06,366671,1948
,Chile,-35.6751,-71.543,2020-08-07,368825,2154
,Chile,-35.6751,-71.543,2020-08-08,371023,2198
,Chile,-35.6751,-71.543,2020-08-09,373056,2033
,Chile,-35.6751,-71.543,2020-08-10,375044,1988
,Chile,-35.6751,-71.543,2020-08-11,376616,1572
,Chile,-35.6751,-71.543,2020-08-12,378168,1552
,Chile,-35.6751,-71.543,2020-08-13,380034,1866
,Chile,-35.6751,-71.543,2020-08-14,382111,2077
,Chile,-35.6751,-71.543,2020-08-15,383902,1791
,Chile,-35.6751,-71.543,2020-08-16,385946,2044
,Chile,-35.6751,-71.543,2020-08-17,387502,1556
,Chile,-35.6751,-71.543,2020-08-18,388855,1353
,Chile,-35.6751,-71.543,2020-08-19,390037,1182
,Chile,-35.6751,-71.543,2020-08-20,391849,1812
,Chile,-35.6751,-71.543,2020-08-21,393769,1920
,Chile,-35.6751,-71.543,2020-08-22,395708,1939
,Chile,-35.6751,-71.543,2020-08-23,397665,1957
,Chile,-35.6751,-71.543,2020-08-24,399568,1903
,Chile,-35.6751,-71.543,2020-08-25,400985,1417
,Chile,-35.6751,-71.543,2020-08-26,402365,1380
,Chile,-35.6751,-71.543,2020-08-27,404102,1737
,Chile,-35.6751,-71.543,2020-08-28,405972,1870
,Chile,-35.6751,-71.543,2020-08-29,408009,2037
,Chile,-35.6751,-71.543,2020-08-30,409974,1965
,Chile,-35.6751,-71.543,2020-08-31,411726,1752
,Chile,-35.6751,-71.543,2020-09-01,413145,1419
,Chile,-35.6751,-71.543,2020-09-02,414739,1594
,Chile,-35.6751,-71.543,2020-09-03,416501,1762
,Chile,-35.6751,-71.543,2020-09-04,418469,1968
,Chile,-35.6751,-71.543,2020-09-05,420434,1965
,Chile,-35.6751,-71.543,2020-09-06,422510,2076
,Chile,-35.6751,-71.543,2020-09-07,424274,1764
,Chile,-35.6751,-71.543,2020-09-08,425541,1267
,Chile,-35.6751,-71.543,2020-09-09,427027,1486
,Chile,-35.6751,-71.543,2020-09-10,428669,1642
,Chile,-35.6751,-71.543,2020-09-11,430535,1866
,Chile,-35.6751,-71.543,2020-09-12,432666,2131
,Chile,-35.6751,-71.543,2020-09-13,434748,2082
,Chile,-35.6751,-71.543,2020-09-14,436433,1685
,Chile,-35.6751,-71.543,2020-09-15,437983,1550
,Chile,-35.6751,-71.543,2020-09-16,439287,1304
,Chile,-35.6751,-71.543,2020-09-17,441150,1863
,Chile,-35.6751,-71.543,2020-09-18,442827,1677
,Chile,-35.6751,-71.543,2020-09-19,444674,1847
,Chile,-35.6751,-71.543,2020-09-20,446274,1600
,Chile,-35.6751,-71.543,2020-09-21,447468,1194
,Chile,-35.6751,-71.543,2020-09-22,448523,1055
,Chile,-35.6751,-71.543,2020-09-23,449903,1380
,Chile,-35.6751,-71.543,2020-09-24,451634,1731
,Chile,-35.6751,-71.543,2020-09-25,453868,2234
,Chile,-35.6751,-71.543,2020-09-26,455979,2111
,Chile,-35.6751,-71.543,2020-09-27,457901,1922
,Chile,-35.6751,-71.543,2020-09-28,459671,1770
,Chile,-35.6751,-71.543,2020-09-29,461300,1629
,Chile,-35.6751,-71.543,2020-09-30,462991,1691
,Chile,-35.6751,-71.543,2020-10-01,464750,1759
,Chile,-35.6751,-71.543,2020-10-02,466590,1840
,Chile,-35.6751,-71.543,2020-10-03,468471,1881
,Chile,-35.6751,-71.543,2020-10-04,470179,1708
,Chile,-35.6751,-71.543,2020-10-05,471746,1567
,Chile,-35.6751,-71.543,2020-10-06,473306,1560
,Chile,-35.6751,-71.543,2020-10-07,474440,1134
,Chile,-35.6751,-71.543,2020-10-08,476016,1576
,Chile,-35.6751,-71.543,2020-10-09,477769,1753
,Chile,-35.6751,-71.543,2020-10-10,479595,1826
,Chile,-35.6751,-71.543,2020-10-11,481371,1776
,Chile,-35.6751,-71.543,2020-10-12,482832,1461
,Chile,-35.6751,-71.543,2020-10-13,484280,1448
,Chile,-35.6751,-71.543,2020-10-14,485372,1092
,Chile,-35.6751,-71.543,2020-10-15,486496,1124
,Chile,-35.6751,-71.543,2020-10-16,488190,1694
,Chile,-35.6751,-71.543,2020-10-17,490003,1813
,Chile,-35.6751,-71.543,2020-10-18,491760,1757
,Chile,-35.6751,-71.543,2020-10-19,493305,1545
,Chile,-35.6751,-71.543,2020-10-20,494478,1173
,Chile,-35.6751,-71.543,2020-10-21,495637,1159
,Chile,-35.6751,-71.543,2020-10-22,497131,1494
,Chile,-35.6751,-71.543,2020-10-23,498906,1775
,Chile,-35.6751,-71.543,2020-10-24,500542,1636
,Chile,-35.6751,-71.543,2020-10-25,502063,1521
,Chile,-35.6751,-71.543,2020-10-26,503598,1535
,Chile,-35.6751,-71.543,2020-10-27,504525,927
,Chile,-35.6751,-71.543,2020-10-28,505530,1005
,Chile,-35.6751,-71.543,2020-10-29,507050,1520
,Chile,-35.6751,-71.543,2020-10-30,508571,1521
,Chile,-35.6751,-71.543,2020-10-31,510256,1685
,Chile,-35.6751,-71.543,2020-11-01,511864,1608
,Chile,-35.6751,-71.543,2020-11-02,513140,1276
